day,date,time,beg_time,end_time,id,session,type,url,sponsor,beg_time_round,end_time_round
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,220124,JSM Data Art Show,Other,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=220124,JSM Partner Societies,10,14
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,2,Introductory Overview Lecture: Scalable Bayesian Inference,Invited Special Presentation,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219786,JSM Partner Societies,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,3,Individualized Treatment Rules,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219211,"Biometrics Section, Social Statistics Section, Health Policy Statistics Section",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,4,Utilizing Public Genomic Data for the Public Good: Improving Understanding of Disease Etiology and Treatment,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219222,"WNAR, Korean International Statistical Society, Section on Statistics in Genomics and Genetics",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,5,Recent Development on Statistical Methods for Precision Medicine,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219255,"ENAR, Biometrics Section, Section on Statistics in Epidemiology, Biopharmaceutical Section",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,6,Learning from Permuted Data and the Analysis of Linked Files,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219267,"Government Statistics Section, Survey Research Methods Section, IEEE Computer Society",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,7,The Statistica Sinica Invited Session,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219268,"International Chinese Statistical Association, ASA Development Committee, IMS",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,8,Recent Advances in Statistical Learning for High-Dimensional and Heterogeneous Complex Data,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219281,"Section on Statistical Learning and Data Science, International Chinese Statistical Association, Journal on Statistical Analysis and Data Mining, Section on Statistical Computing",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,9,Bayesian Data Science: The New Frontier,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219290,"Section on Bayesian Statistical Science, International Society for Bayesian Analysis (ISBA)",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,10,Agent-Based Models for Informing Public Policy: Applications and Statistical Challenges,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219322,"Social Statistics Section, Scientific and Public Affairs Advisory Committee, Statistical and Applied Mathematical Sciences Institute",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,11,Statistical Inference for Solar and Geophysical Data,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219357,"Section on Physical and Engineering Sciences, Section on Nonparametric Statistics, Astrostatistics Special Interest Group",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,12,Frontiers of Statistical Computing in Modern Science,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219376,Section on Statistical Computing,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,13,Recent Progress on Knockoffs Theory and Applications,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219378,IMS,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,14,Bayesian Analysis Methods for Contemporary Study Designs in Toxicological Risk Assessment,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219386,"Section on Risk Analysis, Section on Statistics and the Environment, Section on Bayesian Statistical Science",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,15,Incorporating Knowledge from Previous Clinical Trials into the Design of New Trials,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219390,"Biopharmaceutical Section, Section on Medical Devices and Diagnostics",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,16,How Statistics and Data Science Help to Quantify Resilience of Power Systems,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219408,"Section on Statistics in Defense and National Security, Section on Risk Analysis, Section on Statistical Learning and Data Science",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,17,Technology Impact on Total Survey Error,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219411,"Survey Research Methods Section, Social Statistics Section, Government Statistics Section, Text Analysis Interest Group",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,18,Emerging Issues in EHR: Methods to Enhance Knowledge Discovery and Real World Implementation,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219459,"Section on Statistics in Epidemiology, Biometrics Section, Section on Statistical Learning and Data Science",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,19,Bayesian Methods for Sports Data,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219465,"Section on Statistics in Sports, Section on Bayesian Statistical Science",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,20,Remote Sensing and Public Health: Statistical Challenges and Opportunities,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219469,"American Public Health Association, Section on Statistics in Epidemiology, Section on Statistics and the Environment",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,21,JASA T&M Session,Invited Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219490,"JASA, Theory and Methods",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,22,Design and Evaluation of Adaptive Design Clinical Trials: Software Demonstration,Invited Panel,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219302,"Section for Statistical Programmers and Analysts, Biopharmaceutical Section, Society for Clinical Trials",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,23,What Are High-Quality Statistics Worth? ,Invited Panel,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219313,"Business and Economic Statistics Section, Government Statistics Section, Social Statistics Section",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,24,Causal Inference When the Outcome Is Truncated by Death,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219433,"Section on Statistics in Marketing, Lifetime Data Science Section, Biometrics Section, Section on Statistics in Epidemiology",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,25,Modern Techniques in Handling Missing Data with Challenging Data Structures Including Big and Small Data Files,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219539,"Survey Research Methods Section, SSC (Statistical Society of Canada), Korean International Statistical Society",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,26,Statistics in Imaging: Student Award Session,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219569,Section on Statistics in Imaging,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,27,Innovative Methods for Missing Data and Measurement Error in Health Research,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219583,"Health Policy Statistics Section, Section on Statistics in Epidemiology, Biometrics Section",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,28,Advances in Bayesian Theory and Methods on Network Data Modeling,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219589,"Section on Bayesian Statistical Science, Section on Statistical Learning and Data Science, International Society for Bayesian Analysis (ISBA)",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,29,Biometrics Section Byar Award Student Paper Session I,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219611,Biometrics Section,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,30,Quality in Numbers: NIH Experience in Data Repositories,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219631,"Caucus for Women in Statistics, Korean International Statistical Society, ENAR",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,31,Combination Therapy Dose-Finding in Oncology Drug Development,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219655,"Biopharmaceutical Section, Section on Bayesian Statistical Science, International Chinese Statistical Association",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,32,Computational and Statistical Methods for Single-Cell Transcriptomics and Epigenomics Analyses,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219670,"Section on Statistics in Genomics and Genetics, Biometrics Section, ENAR",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,33,Junior Research in Methods for Integrating Heterogeneous Data: From Clustering to Factor Analysis,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219686,International Society for Bayesian Analysis (ISBA),10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,34,Current and Future Challenges in Diagnostic Device Evaluation,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219695,Section on Medical Devices and Diagnostics,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,35,Imputing Race/Ethnicity to Understand Health Care Disparities Among Older Adults ,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219767,"Social Statistics Section, Health Policy Statistics Section, Government Statistics Section",10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,36,ENVR Student Paper Awards,Topic Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219780,Section on Statistics and the Environment,10,12
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,37,How to Save Lives and Increase Mobility on Highways?,Topic Contributed Panel,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219397,"Government Statistics Section, Section on Physical and Engineering Sciences, Section on Statistics and Data Science Education",10,12
Mon,8/3/2020,10:00 AM - 11:50 PM,10:00 AM,11:50 PM,38,Encouraging a Critical Mindset on Social Statistics ,Topic Contributed Panel,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219681,"International Statistical Institute, Committee on Women in Statistics, Section on Statistics and Data Science Education",10,24
Mon,8/3/2020,10:00 AM - 11:50 AM,10:00 AM,11:50 AM,39,Weapons of Math Destruction – Panel Discussion,Topic Contributed Panel,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219682,Casualty Actuarial Society,10,12
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,40,"Survey Weighting, Imputation, and Estimation",Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219811,Government Statistics Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,41,Topics on Bayesian Inference,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219821,IMS,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,42,Statistical Genetics I – New Approaches for Association Mapping,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219823,Section on Statistics in Genomics and Genetics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,43,Statistical Genetics II – New Models for Complex Study Designs,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219826,Section on Statistics in Genomics and Genetics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,44,Statistical Methods in Gene Expression Data Analysis I,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219829,Section on Statistics in Genomics and Genetics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,45,Nonparametric and Semiparametric Modeling for Complex Lifetime Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219832,Lifetime Data Science Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,46,New Advances in Cancer Genomics,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219838,Section on Statistics in Genomics and Genetics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,47,Recent Development in Imaging Statistics,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219841,Section on Statistics in Imaging,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,48,Addressing Challenges in Teaching Statistics in the Health Sciences,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219845,Section on Teaching of Statistics in the Health Sciences,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,49,Statistical Measurements of Social Issues and Trends,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219846,"Social Statistics Section, Text Analysis Interest Group",10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,50,Methodological Developments and Implications for Social Scientists,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219848,Social Statistics Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,51,Recent Developments in Modeling High-Dimensional and Complex Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219849,SSC (Statistical Society of Canada),10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,52,Statistical Process Control,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219856,Quality and Productivity Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,53,Applications of Data Linkage and Machine Learning Techniques,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219857,"Survey Research Methods Section, Text Analysis Interest Group",10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,54,Methods and Modeling for Medical Device and Clinical Studies,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219861,Section on Medical Devices and Diagnostics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,55,Advances in Bayesian Sparse Regression,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219867,Section on Bayesian Statistical Science,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,56,Bayesian Analysis of Functional and Structured Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219869,Section on Bayesian Statistical Science,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,57,Frontiers in Bayesian Computing,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219873,Section on Bayesian Statistical Science,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,58,New Topics in Survival Analysis,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219875,"Biometrics Section, Lifetime Data Science Section",10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,59,Nonparametric Modeling,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219876,Section on Nonparametric Statistics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,60,Nonparametrics in High-Dimensional Data ,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219880,Section on Nonparametric Statistics,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,61,Approaches for Modeling Clustered and Longitudinal Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219884,Biometrics Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,62,"Topics in Adaptive Designs: Adaptive-Seamless, Group Sequential and Other Designs",Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219895,Biopharmaceutical Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,63,Power and Sample Size: Methods and Applications,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219905,Biopharmaceutical Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,64,Statistical Issues Specific to Therapeutic Areas,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219906,Biopharmaceutical Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,65,Forecasting and Time Series Estimation,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219914,Business and Economic Statistics Section,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,66,Novel Bayesian Methodology with Health Applications,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219916,ENAR,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,67,Section on Statistical Computing: Data Science,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219928,"Section on Statistical Computing, Text Analysis Interest Group",10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,68,Modern Statistical Learning Methods,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219944,Section on Statistical Learning and Data Science,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,69,Network Analysis,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219945,Section on Statistical Learning and Data Science,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,70,Multivariate Statistical Methods,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219946,Section on Statistical Learning and Data Science,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,71,Teaching the First Course in Statistics,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219954,Section on Statistics and Data Science Education,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,72,Methods for Extreme Values in Environmental Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=219959,Section on Statistics and the Environment,10,14
Mon,8/3/2020,10:00 AM - 2:00 PM,10:00 AM,2:00 PM,73,Modeling Spatial and Statio-Temporal Data,Contributed Papers,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/ActivityDetails.cfm?SessionID=220027,"Section on Physical and Engineering Sciences, Quality and Productivity Section",10,14
