title,url,has_fee
Learning Healthcare Delivery Network with Longitudinal Electronic Health Records Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311037,FALSE
Estimating Causal Effects of Continuous Exposure: Comparing the Relative Performance of Commonly Used Methods,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312728,FALSE
Estimating Association Between Baseline Covariates and Outcome Under Additive Nonignorable Missingness,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313638,FALSE
ISLE: An Integrated Learning (And Research) Environment for Statistics and Data Science,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313949,FALSE
A Random Effects Stochastic Block Model for Joint Community Detection in Multiple Networks with Applications to Neuroimaging,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313205,FALSE
A Study of Police Use of Force Using Novel Spatial Point Process Methodology,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309883,FALSE
Leveraging Auxiliary Information in Missing Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312739,FALSE
Scalable Bayes and MCMC,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313272,FALSE
Scaling and Generalizing Approximate Bayesian Inference,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309644,FALSE
Synthetic Difference in Differences,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309371,FALSE
Improved Doubly Robust Estimation in Learning Optimal Individualized Treatment Rules,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309210,FALSE
Experimental Evaluation of Individualized Treatment Rules,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309372,FALSE
Online Reinforcement Learning with Applications to Mobile Health,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308067,FALSE
Harmonizing Genetic Ancestry and Self-Identified Race/Ethnicity in Genome-Wide Association Studies,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309311,FALSE
Model Checking and More Powerful Inference in Transcriptome-Wide Association Studies,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309309,FALSE
Integrative Analysis of Cancer Multi-Omics Data ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309254,FALSE
Translating Genomic and Transcriptomic Studies to Identify Actionable Targets,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309263,FALSE
Prioritizing Disease Candidate Genes Using Knockout Mouse Phenotype Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309441,FALSE
A Two-Part Model for Individualized Treatment Rule Estimation with Semi-Continuous Outcomes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308039,FALSE
Bayesian Nonparametric Survival Regression for Optimizing Precision Dosing of Intravenous Busulfan in Allogeneic Stem Cell Transplantation,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308042,FALSE
Targeted Learning of Causal Impact of Optimal Individualized Treatment Rules Based on Novel Sequentially Adaptive Designs,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308163,FALSE
Stochastic Tree Search for Estimating Personalized Treatment Decision Rules,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309288,FALSE
Use of Probabilistic Record Linkage in Multiple-Frame Surveys,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309285,FALSE
Dblink: Distributed End-to-End Bayesian Entity Resolution,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309270,FALSE
Spherical Regression Under Mismatch Corruption with Application to Automated Knowledge Translation,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308068,FALSE
Confidence Intervals for High-Dimensional Cox Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309511,FALSE
Optimal Gaussian Approximation for Multiple Time Series,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309512,FALSE
Heterogeneous Mediation Analysis for Causal Inference,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308088,FALSE
L-zero regularization in the causal mediation analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314441,FALSE
Large matrix estimation for time series data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314442,FALSE
Correlation Tensor Decomposition and Its Application in Spatial Imaging Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314443,FALSE
Bayesian Nonparametric Modeling for Hawkes Processes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308152,FALSE
Bayesian Data Science Approaches in Biomedical Imaging,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309400,FALSE
Addressing Sampling Bias in Electronic Health Records (EHR): A Point Process Modeling Framework,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309424,FALSE
Dimensionality Reduction for Stochastic Processes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309513,FALSE
ABMs for Drug Markets and Epidemiological Interventions,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309482,FALSE
Inverse Reinforcement Learning for Agent Based Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309275,FALSE
Emulation and Recursive Bayes for Agent-Based Demographic Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308074,FALSE
Multitaper Analysis of High-Q Spectral Peaks and Non-Stationarity in the Geomagnetic Field Over the 400-4000 µHz Band,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309494,FALSE
Hitting a Moving Target: Modeling Non-Stationary Relationships in Geomagnetism,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309327,FALSE
Solar Flare Prediction with Machine Learning,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309392,FALSE
Effect of Systematic Uncertainties on Density and Temperature Estimates in Coronae of Capella,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309283,FALSE
Sampling and Ranking Protein Structures with Application to Antibody-Antigen Prediction,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309289,FALSE
Data Science on Blockchains,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309344,FALSE
No Free Lunch Theorems for Large Scale Bayesian Computation,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309483,FALSE
Controlling for Confounders Through Approximate Sufficiency,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309485,FALSE
Model-X Power Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308117,FALSE
Theory for Conditional Independence Testing Under Model-X,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309187,FALSE
Toxicity Modeling and Risk Assessment Using Functional Data from Diverse Populations,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309243,FALSE
Bayesian Latent Loading Functional Regression for High-Throughput Bioassays ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309388,FALSE
An Exploration of the Effects of Multiple Exposures on Birth Outcomes: A Bayesian Regularized Mediation Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309335,FALSE
Structural Equation Models for Environmental Health Outcomes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309496,FALSE
Borrowing from Historical Data in Cancer Drug Development: A Cautionary Tale and Experience with Bayesian Adaptive Platform Designs,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309251,FALSE
Statistical Methods and Process for Historical Data Borrowing in Clinical Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309262,FALSE
Bayesian Synthetic Control Approaches in Pediatric Drug Development: A Case Study in Acute Lymphoblastic Leukemia,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309390,FALSE
Topology-Based Machine-Learning for Modeling Power-System Responses to Contingencies,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309202,FALSE
Geography and Network-of-Networks Properties,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309336,FALSE
Topological and Geometric Methods for Resilience Analysis of Power Grid Networks,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309401,FALSE
Detecting Housing Units from Satellite Imagery Using Computer Vision ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308032,FALSE
Automatic Coding of Open-Ended Questions: Does Double Coding of the Training Data Reduce the Error of Automatic Coding?,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=308033,FALSE
Total Survey Error and Geographic Information Systems,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309253,FALSE
Passive Data Collection Using Smartphones,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309269,FALSE
Modeling Heterogeneity and Missing Data in Electronic Health Records,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309553,FALSE
Statistical Challenges of Implementing Real-Time EHR-Based Risk Prediction Tools in Emergency Department,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309554,FALSE
Distributed Learning for Electronic Health Records Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309555,FALSE
RUSH: An Evolutionary Approach to Ranking College Football Teams,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309359,FALSE
Bayesian Inferences on Uncertain Ranks and Orderings,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309183,FALSE
Bayesian Prediction of Performance in Professional Athletes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309305,FALSE
Bayesian Multi-Task Gaussian Process Models for NBA Production Curves,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309451,FALSE
Parameter Selection and Uncertainty Quantification of Satellite-Retrieved Aerosol Properties ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309479,FALSE
"Bayesian Hierarchical Models for Combining Monitoring Measurement, Satellite Imagery, and Model Simulation",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309468,FALSE
A Tuning-Free Robust and Efficient Approach to High-Dimensional Regression,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314405,FALSE
A Tuning-Free Robust and Efficient Approach to High-Dimensional Regression,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314407,FALSE
Design and Evaluation of Adaptive Design Clinical Trials: Software Demonstration,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309487,FALSE
What Are High-Quality Statistics Worth? ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309457,FALSE
New Estimands for Causal Inference Conditional on Post-Treatment Variables,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312846,FALSE
Principal Surrogate Evaluation Using Multiple Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312188,FALSE
Flexible Estimation of Time-Varying Survivor Average Causal Estimands Using Bayesian Additive Regression Trees,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313648,FALSE
Bayesian Mediation Analysis for Cluster Randomized Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313515,FALSE
Nearest Neighbor Multiple Imputation: Problems and Potential Solutions,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312233,FALSE
Bayesian Jackknife Empirical Likelihood Based Inference for Missing Data and Causal Inference Problems,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312655,FALSE
A Rescaling Bootstrap Method for Imputed Survey Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312686,FALSE
Missing Data Analysis Using Machine Learning,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312906,FALSE
Permutation-Based Inference for Spatially Localized Signals in Longitudinal MRI Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309781,FALSE
"Bayesian Framework for Simultaneous Registration and Estimation of Noisy, Sparse and Fragmented Functional Data",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309834,FALSE
Estimating Fiber Orientation Distribution Through Blockwise Adaptive Thresholding with Application to HCP Young Adults Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309867,FALSE
Extracting Brain Disease Related Connectome Subgraphs by Adaptive Dense Graph Discovery,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312349,FALSE
"Examination of Missingness, Differential Reporting and Dropout When Patients Know Their Treatment Assignment in RCTs",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309633,FALSE
Addressing Non-Ignorably Missing Proxy-Reported Exposure Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309692,FALSE
Multiple Imputation for Nonignorable Item Nonresponse in Complex Surveys Using Auxiliary Margins,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312485,FALSE
Gamma Models for Estimating the Odds Ratio for a Skewed Biomarker Measured in Pools and Subject to Errors,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313350,FALSE
Statistical Methods to Estimate Change in Incomplete Multivariate Ordinal Responses from Patient Reported Outcome Measures,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313442,FALSE
Optimal Bayesian Estimation for Low-Rank Random Graphs,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=310926,FALSE
Joint Bayesian Variable and DAG Selection Consistency for High-Dimensional Regression Models with Network-Structured Covariates,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312761,FALSE
Probabilistic Community Detection with Unknown Number of Communities,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312860,FALSE
Optimization for Bayesian Inference,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313208,FALSE
Randomization-Based Confidence Intervals for Cluster Randomized Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309533,FALSE
Debiased Inverse-Variance Weighted Estimator in Two-Sample Summary-Data Mendelian Randomization,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309732,FALSE
Multimodal Neuroimaging Data Integration and Pathway Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311007,FALSE
Generalized Case-Control Sampling Under Generalized Linear Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313054,FALSE
NIDDK Data and Sample Repositories,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312614,FALSE
PubChem: A Public Chemical Information Resource for Big Data Chemistry,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309620,FALSE
Genomic Data for Everyone,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313426,FALSE
Comparative Review of Phase I Dose-Finding Designs for Drug Combination Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312287,FALSE
Dual-Agent Drug-Combination Designs for Finding Multiple Maximum Tolerated Dose Combinations in Oncology Phase I Trials,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312664,FALSE
Industry Experience on Combination Therapy Dose-Finding in Oncology Drug Development,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312723,FALSE
Emerging Approaches in Combination Phase I Trials: Utilization of Historical Data and the Need to Consider Model Guided Designs and Endpoints Other Than DLTs ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313375,FALSE
Gene Set Testing Methods for Single Cell RNAseq (ScRNAseq) Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313674,FALSE
Identifying Topologically Associating Domain Structures from Single-Cell Hi-C Data,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313424,FALSE
Cumulus: A Cloud-Based Data Analysis Framework for Large-Scale Single-Cell and Single-Nucleus RNA-Seq,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313224,FALSE
Computational Methods for Single Cell Chromatin Organization Analysis,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312391,FALSE
VC-BART: Bayesian Trees for Varying Coefficients,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309698,FALSE
Clustering Methods to Empirically Derive Dietary Patterns in the United States,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311102,FALSE
Prior-Driven Cluster Allocation in Bayesian Mixture Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312995,FALSE
Bayesian Factor Analysis for High-Dimensional Clustering,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313503,FALSE
Bayesian Combinatorial Multi-Study Factor Analysis with the Indian Buffet Process,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312589,FALSE
Proper and Improper Summary Measures of Classification Performance,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313433,FALSE
Comparative Evaluations of Diagnostic Tests in Studies with Extreme Verification Bias,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312807,FALSE
Statistical Considerations in Artificial Intelligence Related Diagnostic Devices,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312254,FALSE
Artificial Intelligence for Risk Prediction and/or Stratification,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312354,FALSE
Designing Studies of Tests for Biomarkers Using Banked Specimens,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314030,FALSE
"The Contribution of First-Name Information to the Accuracy of Racial and Ethnic Imputations Varies by Gender, Race, and Ethnicity",https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312227,FALSE
Socioeconomic Disparities in the Quality of Behavioral Health Care ,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312311,FALSE
Implicit Bias and Black-White Disparities in Health Care Among Older Adults,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312426,FALSE
Voluntary Disenrollment from Health Plans Is Higher Among Racial and Ethnic Minorities,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312436,FALSE
Flexible Modeling of Variable Asymmetries in Cross-Covariance Functions for Multivariate Random Fields,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=310949,FALSE
Assessing the Risk of Disruption of Wind Turbine Operations in Saudi Arabia Using Bayesian Spatial Extremes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311076,FALSE
Statistical Downscaling with Spatial Misalignment: Application to Wildland Fire PM2.5 Concentration Forecasting,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311127,FALSE
Mechanistic Models for Spatial Data from Ornstein-Uhlenbeck Processes,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311150,FALSE
PICAR: An Efficient Extendable Approach for Fitting Hierarchical Spatial Models,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312831,FALSE
How to Save Lives and Increase Mobility on Highways?,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=313701,FALSE
Encouraging a Critical Mindset on Social Statistics,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=312790,FALSE
Weapons of Math Destruction,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=314105,FALSE
Variance Estimation for Combining Probability and Nonprobability Samples,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=309856,FALSE
Challenges and Trade-Offs in Weighting a Probability Online Panel with Multiple Waves of Recruitment,https://ww2.amstat.org/meetings/jsm/2020/onlineprogram/AbstractDetails.cfm?abstractid=311075,FALSE
